,content,sentiment,value
3840,"Uhm there's a little bug that I encountered, I cannot disable the skill 
decay :< pls fix I'll give 5 stars",Positive,1
3841,"Loved the app but at some point it stopped letting me look at my tasks 
without instantly crashing so I'm not using it anymore. I'll be sure to try 
it again and recommend it to friends if the issue isn't present next time. 
😊",Positive,1
3842,It is a good application. It is very useful. It is just okay.,Positive,1
3843,Great app. Needs  a few things like task fail without consequences option. Mostly a full paid version without subscription or in app purchase. Not every one has everything connected to Internet all the time.,Positive,1
3844,It's such a spectacular idea but I had trouble figuring out all of the different aspects and it was just too much for putting in tasks on a day-to-day basis.,Negative,0
3845,This is ok!  But it required bunch of upgrade and some new features!  Will keep it! But wait till is it perfect!,Positive,1
3846,Good but not ok,Positive,1
3847,Are there any guides out there?,Negative,0
3848,It's a pity that your tasks become overdue not according to your system time...,Negative,0
3849,The concept is good. But why the app is not notifying me about thr task even though I have turned the notification on? This is very bad.,Negative,0
3850,But then it started locking up everytime I tried to load it.  ←ved it until then.,Negative,0
3851,"I can't be the only one multitasking. Therefore, I don't have time to figure out a basic program. I put in a picture and it was so tiny! I put in my tasks yet some are ""timeless"", some are daily, and there was powerlifting! I'm physically crippled!",Negative,0
3852,I need help from dev. One of my favorite apps of all time combines scheduling and rpg gaming in one not 5 stars because I bought premium but when I logged into my kindle premium status didnt show up neither did my other data from my phone please help devs!,Positive,1
3853,"Just staryed using it. There's a pretty massive learning curve, especially when it comes to the complete customization of your character, characteristics, skills and in general ""finding the flow"" that works for you but so far it's been really helpful and an enjoyable experience.",Positive,1
3854,Was really good but I think it'd be even better if it had a widget that could just take up a whole screen and mark complete on tasks from there,Positive,1
3855,Ivery good app.. I would recommend it,Positive,1
3856,I like alot about this app but really want to add one thing to make it round out my gamify experience. Skill tree. I would love to be able to lay out and plan how my skills level up and progress into other skills. Linking them together and seeing how the diverge and converge. Some skills may need levels to unlock from other skills or need a basis in 2 skills to be usable. It really would make this app a huge step above any other gasification app.,Positive,1
3857,I'm loving it so far. Is there any way to switch out the icons with some on the file system?,Positive,1
3858,How i add multiple user profile,Negative,0
3859,It crashes when you complete a task,Negative,0
3860,For me is One of the best ways to do stuff and feel like it has some sort of meaning.,Positive,1
3861,"Regarding the last review, I noticed that multiple widgets of different lists lead to the ""emptied list"" glitch happening more often. Unrelated, but I really love the idea of the new batch action feature. Just wondering why I can't use it to batch fail or batch perform more than one task? I expected that to be the point, but only batch delete and batch skip are available. Batch fail would help with one of the biggest issues to making the app fast to use, which is that failing takes like 3+ taps",Negative,0
3862,Allows me take some of the real life out my responsibilities.,Negative,0
3863,Some integrated examples would be nice also an inventory of items to help pick rewards but I have no income so I have to miss out on the good stuff,Positive,1
3864,Bom,Negative,0
3865,Tasks in All tasks group is frequently disappearing & reappearing so kindly fix that bug otherwise app is great,Positive,1
3866,Love the way this app is helping me. Its Great feature is the way we can track our own progress because of reward system. 4 stars only because of app's free theme.,Positive,1
3867,I love this app. I only wish it had a sort of multiplayer for families to connect accounts.,Positive,1
3868,"It seems good but there is no way for me to increase the ""art"" category. Music and drawing are not the only forms of art. Please change this. Maybe change art to ""crearivity"" but certainly add more creative pursuits so those who cannot draw or do music can increase it. Also aren't erudition and learning really the same thing? My conclusion is that this app is great but needs a lit of work.",Positive,1
3869,Strong fallout/ skyrim feel. But full buy price is 45$? Even those games' price are lower on sale. And I bought them on sale. Other sold apps price are usually below 5 dollars. And the default free theme has nice green background but paid ones only have bright white background?? I don't sub apps I buy them.Sub is for something like Netflix and Spotify...,Positive,1
3870,I'll give it five stars when the widget stops resetting to nothing after I alter things within the app. I have to delete it off of my screen and put it back on in order for it to update.,Negative,0
3871,I love this app and use it on my Android phone. Now I have an iPad and cannot find this app for it. Is there an iOS version available?,Positive,1
3872,Good.,Positive,1
3873,Great creative idea that does help keep me on track. I've also used it to start new good habits!,Positive,1
3874,Good app. Minus a star as you cant manually sort task lists with your finger and change their priority that way,Positive,1
3875,I've really enjoyed the app and has been very helpful. although to me the app seems like it's not fully finished. I wish the stats you were building actually did something in game. the money also seems kind of pointless. I can buy items that I create but they just adjust your stats which I could easily accomplish through tasks,Positive,1
3876,It is a lot better than the other apps out. An 8 or 16bit UI makeover would be dope. The pixel look and feel. Always nostalgic,Positive,1
